E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_39_458.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_39_458.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_39_458.jpg, 0, 0, 0, 5.823191E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_39_787.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_39_787.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_39_787.jpg, 0, 0, 0, 5.538324E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_39_889.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_39_889.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_39_889.jpg, 0, 0, 0, 5.703253E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_39_996.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_39_996.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_39_996.jpg, 0, 0, 0, 5.534373E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_098.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_098.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_098.jpg, 0, 0, 0, 5.818971E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_205.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_205.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_205.jpg, 0, 0, 0, 5.549391E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_309.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_309.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_309.jpg, 0, 0, 0, 5.623998E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_415.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_415.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_415.jpg, 0, 0, 0, 5.533349E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_517.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_517.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_517.jpg, 0, 0, 0, 5.6539E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_625.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_625.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_625.jpg, 0, 0, 0, 5.5588E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_733.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_733.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_733.jpg, 0, 0, 0, 5.588606E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_840.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_840.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_840.jpg, 0, 0, 0, 5.748953E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_40_943.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_40_943.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_40_943.jpg, 0, 0, 0, 5.674751E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_049.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_049.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_049.jpg, 0, 0, 0, 5.892185E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_150.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_150.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_150.jpg, 0, 0, 0, 5.523521E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_255.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_255.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_255.jpg, 0, 0, 0, 5.529399E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_364.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_364.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_364.jpg, 0, 0, 0, 5.514068E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_467.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_467.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_467.jpg, 0, 0, 0, 5.491355E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_568.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_568.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_568.jpg, 0, 0, 0, 5.577554E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_673.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_673.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_673.jpg, 0, 0, 0, 5.771048E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_778.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_778.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_778.jpg, 0, 0, 0, 5.754052E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_883.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_883.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_883.jpg, 0, 0, 0, 5.703038E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_41_985.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_41_985.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_41_985.jpg, 0, 0, 0, 5.826407E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_087.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_087.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_087.jpg, 0, 0, 0, 5.553526E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_191.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_191.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_191.jpg, 0, 0, 0, 5.606063E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_295.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_295.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_295.jpg, 0, 0, 0, 5.717912E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_397.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_397.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_397.jpg, -0.2791051, 0, 0, 8.282361E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_501.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_501.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_501.jpg, -0.61641, 0, 0, 0.0001192525
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_605.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_605.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_605.jpg, -0.9289761, 0, 0, 0.0001517864
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_710.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_710.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_710.jpg, -1, 0, 0, 0.000159522
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_816.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_816.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_816.jpg, -1, 0, 0, 0.00015942
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_42_926.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_42_926.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_42_926.jpg, -1, 0, 0, 0.0001592482
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_029.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_029.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_029.jpg, -0.9486973, 0, 0, 0.0001558725
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_135.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_135.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_135.jpg, -0.6520221, 0, 0, 0.0001247532
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_238.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_238.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_238.jpg, -0.342878, 0, 0, 9.117449E-05
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_343.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_343.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_343.jpg, -0.005317029, 0.02954073, 0, 0.03473403
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_494.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_494.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_494.jpg, 0, 0.4727958, 0, 0.7091569
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_591.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_591.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_591.jpg, 0, 0.7514139, 0, 1.434031
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_697.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_697.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_697.jpg, 0, 1, 0, 2.517202
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_802.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_802.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_802.jpg, 0, 0.8396778, 0, 3.850543
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_43_909.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_43_909.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_43_909.jpg, 0, 0.5443839, 0, 4.605837
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_012.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_012.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_012.jpg, -0.1603432, 0.2375239, 0, 4.977337
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_122.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_122.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_122.jpg, -0.5167395, 0, 0, 4.949477
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_230.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_230.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_230.jpg, -0.8148466, 0, 0, 4.835061
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_338.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_338.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_338.jpg, -1, 0, 0, 4.707572
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_441.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_441.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_441.jpg, -1, 0, 0, 4.61804
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_545.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_545.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_545.jpg, -1, 0, 0, 4.549572
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_649.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_649.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_649.jpg, -1, 0, 0, 4.482634
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_761.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_761.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_761.jpg, -1, 0, 0, 4.404055
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_865.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_865.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_865.jpg, -1, 0, 0, 4.339997
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_44_967.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_44_967.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_44_967.jpg, -1, 0, 0, 4.277213
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_45_075.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_45_075.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_45_075.jpg, -1, 0, 0, 4.215682
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_45_176.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_45_176.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_45_176.jpg, -1, 0, 0, 4.155382
E:\Udemy\SDC\DATA\IMG\center_2019_10_27_16_03_45_276.jpg, E:\Udemy\SDC\DATA\IMG\left_2019_10_27_16_03_45_276.jpg, E:\Udemy\SDC\DATA\IMG\right_2019_10_27_16_03_45_276.jpg, -1, 0, 0, 4.09629
